name,desc,rating,made-it,reviews,photos,time,servings,cals,id
Hot Water Chocolate Cake,"""A chocolate cake made with boiling water. Frost with your favorite chocolate frosting.""","{'value': '4.52', 'count': '21'}",33,21,1,"['PT10M', 'PT25M', 'PT35M']",24,147,9788
Protein-Rich Brownies,"""A friend of mine was recently diagnosed with liver cancer and her diet became more restrictive. After doing some research, I found that more protein could help so I came up with these so that she could have a relatively healthy treat with her healthy diet.""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT15M', 'PT30M', 'PT45M']",16,266,9789
Tiny Tarts,"""Yummy miniature pecan tarts. Wonderful on holiday cookie trays.""","{'value': '4.67', 'count': '61'}",109,61,7,"['PT30M', 'PT30M', 'PT2H']",12,228,9790
Individual Blueberry Crumble,"""This blueberry crumble is super easy and the crumbly top is fantastic. My husband loved it.""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT15M', 'PT25M', 'PT40M']",2,616,9791
Melt in Your Mouth Pralines,"""They are terrific! Not chalky, but creamy and delicious. These can be stored at room temperature, or frozen. Can't beat pralines from Louisiana!""","{'value': '2.82', 'count': '10'}",16,10,2,"['PT10M', 'PT20M', 'PT45M']",36,97,9792
Super Easy Peanut Chocolate Chip Cookie Pie,"""The perfect marriage of cookie and pie. Serve with whipped cream or if you want to get fancy, vanilla ice cream, caramel sauce, and a little sea salt... Yummmmm!""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT10M', 'PT30M', 'PT40M']",8,569,9793
Nutties,"""This cookie has an unusual combination of flavors - coconut and oatmeal.""","{'value': '2.00', 'count': '1'}",2,1,0,[],12,207,9794
Chocolate Cheesecake III,"""This is a delicious recipe I made up while in college. My hubby LOVES it!! You may garnish with shaved chocolate, ganache or any other delectable chocolate. Pretty!""","{'value': '4.47', 'count': '15'}",27,15,2,"['PT20M', 'PT1H', 'PT9H20M']",14,482,9795
No Bake Peanut Butter Cookies II,"""I got this recipe from my Grandmother.  They're very easy to make and very good.""","{'value': '4.53', 'count': '63'}",115,63,6,[],48,108,9796
Oatmeal Raisin Cookies V,"""These oatmeal raisin cookies are chewy and spicy. Great for snacks.""","{'value': '3.65', 'count': '20'}",35,20,3,[],24,193,9797
Henry and Maudie's Oatmeal Cookies,"""This makes a nice snack cookie, not necessarily a sweet treat kind of cookie.  Good and healthful. For variety add chopped raisins or currants or nuts.""","{'value': '4.58', 'count': '122'}",156,122,12,"['PT15M', 'PT15M', 'PT1H30M']",60,58,9798
Swedish Angel Crisps,"""This recipe came from my great grandmother's family who came from Sweden somewhere near the end of the last century. NOTE:  You can also add 1/3 cup unsweetened cocoa to this recipe.  It makes the cookies taste like brownie cookies.""","{'value': '4.78', 'count': '47'}",66,47,5,[],48,87,9799
Peanut Butter Cheesecake Cups,"""This is my favorite indulgence. And an indulgence it is! Very rich and will most definitely satisfy any sweet tooth! Pull cheesecakes out of freezer 30 minutes before serving.""","{'value': '4.57', 'count': '20'}",55,20,3,"['PT15M', 'PT3H']",10,651,9800
Bread Pudding with Whiskey Sauce and Fruit,"""A great dessert for a Sunday dinner.""","{'value': '4.61', 'count': '37'}",70,37,3,"['PT20M', 'PT1H', 'PT1H20M']",14,593,9801
Thumbprint Cookies I,"""I usually make these around Christmas.""","{'value': '4.34', 'count': '273'}",663,273,69,[],12,195,9802
Three Hundred Chocolate Chip Cookies,"""Basic chocolate chip cookie recipe, which makes 1 dozen ice cream scoop size cookies, multiplied by 25  (thank you, cooking program for doing the math!)""","{'value': '4.53', 'count': '26'}",49,26,6,[],150,483,9803
Apple Cake IV,"""A great tasting, moist cake and a great way to use up extra apples""","{'value': '4.66', 'count': '359'}",779,359,56,[],24,248,9804
Stuffed Baked Peaches,"""Quick and light peaches with a twist, served warm or at room temp.""","{'value': '4.00', 'count': '1'}",1,1,1,"['PT15M', 'PT25M', 'PT40M']",4,279,9805
Gingerbread Cupcakes with Cream Cheese Frosting,"""A wonderful change of pace for the holiday season. Moist and spicy cake balanced by creamy, soft frosting.""","{'value': '4.29', 'count': '109'}",192,109,32,[],12,241,9806
Chocolate Cake I,"""This is a simple recipe but it makes a rich chocolate cake thanks to the addition of grated chocolate and sour cream.""","{'value': '3.93', 'count': '45'}",62,45,13,[],24,167,9807
Flourless Brownies,"""Much like a decadence; super-moist and very rich!""","{'value': '4.53', 'count': '28'}",119,28,13,"['PT10M', 'PT35M', 'PT55M']",16,169,9808
Sweet Potato Pie with Evaporated Milk,"""This potato pie is baked with a sweet almond topping.""","{'value': '4.00', 'count': '4'}",3,4,1,"['PT20M', 'PT50M', 'PT1H10M']",8,782,9809
Lemon Ice I,"""An easy citrus ice.  I often use oranges instead.""","{'value': '4.49', 'count': '52'}",59,52,1,"['PT10M', 'PT2H10M']",6,347,9810
Big D's Chocolate Strawberry Shortcake,"""Made this recipe for the family one night. Everybody loved it. It's really good. I think the coffee really brings out the taste of the chocolate.""","{'value': '5.00', 'count': '2'}",2,2,2,"['PT30M', 'PT30M', 'PT2H']",12,755,9811
Flourless Coconut and Almond Cake,"""Deliciously moist flourless cake. Traditional cakes have their place, but this is a sweet alternative. Is delightful when served with vanilla ice cream.""","{'value': '4.50', 'count': '2'}",14,2,1,"['PT20M', 'PT40M', 'PT1H']",12,332,9812
Homemade Cookie Cake,"""Homemade cookie cake is so easy and so much tastier than the store-bought version! Perfect for special occasions and simple enough for an everyday treat! Food coloring can be added to the buttercream, if desired.""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT15M', 'PT20M', 'PT1H35M']",10,758,9813
Cranberry Squares,"""These squares are very yummy. Try different fruits or jams to change the flavour. Note, you may replace up to half of the flour with whole wheat flour.""","{'value': '4.57', 'count': '65'}",110,65,21,"['PT15M', 'PT40M', 'PT55M']",15,242,9814
Quebec City Sugar Pie with Thick Cream,"""This version is the regional specialty at its finest. This lovely brown-sugar-and-egg mixture sets like pumpkin pie!  Serve in a pool of thick cream, which is the perfect complement to the rich, sweet dessert.""","{'value': '4.53', 'count': '15'}",39,15,7,"['PT15M', 'PT45M', 'PT2H']",8,576,9815
Better Than Sex Cake I,"""Use German chocolate cake mix, hot fudge dessert topping, and chocolate-covered English toffee to make this crazy-good cake recipe.""","{'value': '4.67', 'count': '184'}",244,184,14,[],24,315,9816
Verlys' Apple Pie,"""This is my mom's recipe that she's been making for years. She uses a mix of apples that she grows in her apple orchard. It's always a hit!""","{'value': '4.50', 'count': '2'}",9,2,1,"['PT15M', 'PT1H', 'PT1H15M']",8,383,9817
Coco Cola Cake,"""Fulfill your cola desires with this cake! This recipe use cola-flavored carbonated beverage and is really delicious.""","{'value': '4.33', 'count': '15'}",18,15,2,"['PT20M', 'PT35M', 'PT55M']",8,1144,9818
Mound Bars,"""Coconut bars on a graham crust topped with chocolate.""","{'value': '4.50', 'count': '256'}",486,256,57,[],24,219,9819
Washington Apple Cake,"""This recipe keeps well and freezes even better.  My family and friends love it.  Great for those parties when you need to take a dessert or just because you have a sweet tooth.""","{'value': '4.57', 'count': '30'}",44,30,3,[],24,317,9820
Truly Key Lime Pie Ice Cream,"""I searched everywhere for a recipe like this on the 'net. Lots of looking but no success, so here's one I came up with.  My family loves this, and it's much more versatile than the 'real thing'(I'm making it into popsicles next)!""","{'value': '4.55', 'count': '50'}",59,50,4,"['PT7M', 'PT10M', 'PT1H17M']",24,174,9821
Neapolitan Bundt Cake,"""Strawberry, chocolate, and vanilla striped cake . . . it's quite delicious!""","{'value': '4.34', 'count': '73'}",92,73,30,[],8,446,9822
Nutmeg Feather Cake,"""This is a delicious, easy to make cake with a lovely texture, best when topped with cream cheese icing.""","{'value': '4.60', 'count': '15'}",19,15,5,"['PT15M', 'PT40M', 'PT55M']",15,218,9823
Banana Split Ice Cream Pie,"""Who doesn't love a good old-fashion Banana Split?  How about a pie that combines all the ingredients of this old-fashion favorite! Almonds may be used in place of walnuts.  You can also use a pre-made chocolate cookie crumb crust instead of making your own.""","{'value': '4.03', 'count': '31'}",47,31,1,"['PT30M', 'PT4H']",8,375,9824
Apple Hand Pies,"""These hand pies, also known as turnovers, look too perfect to be homemade. Any of your favorite pie fillings, both sweet and savory, will work. I hope you give this easy technique a try soon. Enjoy!""","{'value': '4.73', 'count': '95'}",353,95,49,"['PT25M', 'PT35M', 'PT1H15M']",4,729,9825
Lazy Daisy Cake III,"""Quick and Easy, but delicious. This is one that my grandmother loved.""","{'value': '3.86', 'count': '11'}",16,11,2,"['PT30M', 'PT30M', 'PT1H']",12,394,9826
Cherry Cheesecake Hearts,"""This is the result of my trying to create a cut-out cookie homage to the cherry cheesecake martini my friends and I enjoy at our local martini bar. Unsweetened Kool-Aid® gives these cookies their pretty pink color with just the right balance of sweet and tart. You could certainly substitute strawberry, tropical punch, or even pink lemonade Kool-Aid® if you prefer. Just be sure to use the unsweetened powder. Glaze with your favorite frosting or icing and decorate as desired. I glazed my cooled cookie hearts with Sugar Cookie Icing by JBS BOX and sprinkled with purple decorating sugar, as I was sending these hearts to wounded soldiers at a military hospital. Tint the icing the same color as your decorating sugar for an intensely vibrant, colorful cookie.""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT30M', 'PT8M', 'PT2H53M']",36,146,9827
Chocolate Covered Cherry Cookies III,"""I have made these at Christmas for 20 years or more.  Enjoy!""","{'value': '3.00', 'count': '3'}",4,3,0,[],18,219,9828
Scottley's Basic Yellow Cake,"""Very simple, but delicious cake. Can be used with most any kind of frosting.""","{'value': '4.11', 'count': '187'}",298,187,29,"['PT15M', 'PT45M', 'PT1H']",12,395,9829
Gridiron Sheet Cake,"""This football field-decorated sheet cake is sure to impress at your next tailgate or viewing party.""","{'value': '0.00', 'count': '0'}",1,0,2,"['PT1H', 'PT25M', 'PT2H25M']",16,804,9830
Puppy Chow,"""This recipe can be used as an appetizer or dessert.""","{'value': '4.71', 'count': '673'}",1k,673,70,"['PT5M', 'PT5M', 'PT10M']",36,90,9831
Philly Cheesecake,"""Just plain-old, extra good cheesecake like the ones from New York and Philly. You may cover the cake with a layer of strawberries, cherries, etc. but, in my opinion, this cake is very, very good and easily stands on its own.  The fruit just distracts from its great flavor and texture.""","{'value': '4.62', 'count': '44'}",108,44,9,"['PT30M', 'PT1H', 'PT1H30M']",10,410,9832
Bread Pudding II,"""My family LOVES bread pudding, and this recipe is one that I have fine tuned to their taste. I have to double this recipe, and bake it in a 9x13 inch pan for my family!  It's great for breakfast or dessert and is delicious with milk poured on top! Enjoy!""","{'value': '4.71', 'count': '2801'}",5k,2k,631,"['PT30M', 'PT45M', 'PT1H15M']",12,165,9833
Butter Cookies II,"""This is a simple butter cookie that can be used in a cookie press, as a drop cookie or made into a roll and sliced.  There is no mystery cookie for a cookie press...any stiff butter type can be used. Just be sure to chill it thoroughly so it keeps its shape while baking.""","{'value': '4.19', 'count': '219'}",537,219,38,"['PT15M', 'PT10M', 'PT1H40M']",36,103,9834
Maple Syrup Pudding,"""This is a Quebec recipe.  Very simple and easy.  You can add nuts if you like. The maple syrup pudding is an 'upgraded' version of poor man's pudding, which uses brown sugar syrup. The maple syrup will sink to the bottom.""","{'value': '3.71', 'count': '22'}",23,22,2,"['PT15M', 'PT45M', 'PT1H']",12,132,9835
Italian Almond Biscuits,"""Crisp almond cookies, ideal for dipping into a glass of dessert wine.""","{'value': '3.00', 'count': '3'}",3,3,1,[],48,105,9836
Healthier Classic Peanut Butter Cookies,"""I love peanut butter cookies but they are always a little greasy. I came up with this healthier version and it's a little less greasy. I love it!""","{'value': '4.45', 'count': '9'}",24,9,1,"['PT10M', 'PT10M', 'PT20M']",24,216,9837
Super Easy Chocolate Mousse,"""A quick, easy chocolate mousse that will please everyone. Great for potlucks and layered deserts! I recommend chilling for about half an hour to firm and give a nice chill, but this can be eaten right after making. Feel free to adjust the amount of chocolate you use. This is a great recipe if you need a chocolate layer for deserts.""","{'value': '3.22', 'count': '8'}",32,8,3,"['PT10M', 'PT10M']",6,344,9838
Coconut and Lemon Cream Pie,"""Coconut and lemon are probably my favorite match. This pie has an unexpected shortbread-like crust made with only coconut oil! The result is flaky, crumbly, and delicious. The creamy curd center gets an upgrade using coconut cream! If you serve immediately, the pie will be a bit messier than if you were to chill it for a few hours.""","{'value': '4.00', 'count': '3'}",5,3,2,"['PT20M', 'PT42M', 'PT4H52M']",8,809,9839
Peanut Butter Cookies with Chocolate Chunks,"""The addition of honey, oats and chocolate chunks in this recipe makes a terrific interpretation of the All-American Peanut Butter Cookie!""","{'value': '4.67', 'count': '83'}",113,83,13,[],12,416,9840
Apricot and White Chip Cookies with Almonds,"""These are THE BEST cookies I ever made!  They are a great hit with my family and friends. One variation is to add 1 cup of walnuts and 3/4 cup of dried cranberries in place of the apricots and almonds.""","{'value': '4.53', 'count': '29'}",34,29,3,[],18,310,9841
Spooky Homemade Marshmallows,"""Homemade marshmallows that you can customize with different flavors and spices make any occasion special.""","{'value': '4.64', 'count': '22'}",28,22,18,"['PT45M', 'PT4H45M']",18,177,9842
Banana Ice Cream Topping,"""My home recipe for warm bananas to top your bowl of ice cream. You get the perfect mixture between hot and cold.""","{'value': '4.00', 'count': '1'}",3,1,1,"['PT5M', 'PT5M', 'PT10M']",2,147,9843
Burmese Semolina Cake with Rum Raisins (Shwe Gye),"""One of my favorite things growing up was a Burmese semolina cake. It is known by a few names: san win ma kin or shwe gye may be the most familiar ones. I didn't have a major sweet tooth growing up, but this dessert was something I couldn't resist. When I was a kid, my mother would make me stir the mixture for an hour (it kept me out of trouble and from making a mess running around the house).""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT10M', 'PT1H25M', 'PT1H35M']",10,580,9844
Rice Pudding - Indian-Style,"""This is my Grandma's recipe for rice pudding. My family just loves this. I am sure you would love it. Serve warm.""","{'value': '4.00', 'count': '1'}",0,1,0,"['PT10M', 'PT35M', 'PT45M']",8,496,9845
Zucchini Chocolate Rum Cake,"""Very moist zucchini cake with a nice aroma of rum.""","{'value': '4.39', 'count': '27'}",69,27,5,"['PT30M', 'PT1H', 'PT1H30M']",16,432,9846
Cardamom Meringues,"""These are the BEST meringues!! I ate the entire batch myself. A very simple recipe for meringues with a hint of cardamom. ""","{'value': '3.74', 'count': '28'}",41,28,5,"['PT15M', 'PT1H30M', 'PT1H45M']",40,21,9847
Grilled Bacon-Stuffed Strawberries,"""Summer is here and what better way to go outside and grill the summer fruit? This is great for summer, you have the salty and crunchy from the bacon, and you have fresh sweet and bitterness from the strawberry. Unbeatable combo; give it a try.""","{'value': '2.80', 'count': '3'}",3,3,1,"['PT5M', 'PT5M', 'PT10M']",10,25,9848
Marbled Cookies,"""Just simply delicious and very easy.   You can substitute butterscotch chips or vanilla chips or white chocolate chips for the chocolate chips.""","{'value': '3.40', 'count': '3'}",4,3,1,"['PT15M', 'PT6M', 'PT8H20M']",24,245,9849
Raspberry Lemonade Cupcakes,"""When I asked my son what he thought, he replied, 'This is the best cupcake I've ever had!' Garnish with fresh raspberries, pink candy pearls, and mint leaves. Keep cupcakes refrigerated.""","{'value': '4.25', 'count': '4'}",12,4,5,"['PT20M', 'PT15M', 'PT1H5M']",24,381,9850
Easter Simnel Cake,"""A traditional Easter fruitcake decorated with marzipan balls that represent the 11 Apostles (Judas was excluded.) Bake in a deep pan.""","{'value': '5.00', 'count': '2'}",5,2,1,"['PT30M', 'PT2H30M', 'PT3H20M']",12,583,9851
Peanut Butter Bars I,"""These peanut butter bars taste just like peanut butter cups.""","{'value': '4.61', 'count': '2179'}",4k,2k,190,"['PT25M', 'PT1H25M']",12,532,9852
5-Ingredient Peppermint Bark,"""This layered peppermint bark is a delectable blend of semisweet chocolate, white chocolate, and peppermint. Semi sweet, milk chocolate, or dark chocolate can be used.""","{'value': '4.65', 'count': '293'}",873,293,71,"['PT20M', 'PT10M', 'PT2H30M']",20,190,9853
Chocolate Gingerbread Cookies,"""Very good, and not too hard to make.""","{'value': '3.44', 'count': '20'}",29,20,1,[],18,196,9854
Mocha Bundt Cake,"""An exceptionally rich and moist chocolate cake with coffee liqueur baked in. A wonderful special dessert. A non-alcoholic version can be made by replacing the liqueur with 3/4 cup chocolate syrup mixed with 1/4 cup warm water. Serve with whipped cream or vanilla ice cream. A little of the glaze may be reserved to drizzle over the topping for a nice presentation.""","{'value': '4.62', 'count': '69'}",113,69,15,"['PT45M', 'PT1H', 'PT1H45M']",14,375,9855
Keto Matcha Mint Bars,"""These bars are reminiscent of Thin Mints® in flavor. They're bright and refreshing and full of fats but low in carbs. They actually come together very quickly! Store in refrigerator; these will soften/melt at room temperature. Consume or freeze within 24 hours to avoid losing the bright green color.""","{'value': '5.00', 'count': '1'}",2,1,1,"['PT15M', 'PT1H']",12,276,9856
Caramel Apple Box Trifle,"""This trifle is apple pie filling, apple cake, and trifle dessert prepared in a rectangular box and great to take to a large gathering.""","{'value': '5.00', 'count': '2'}",7,2,2,"['PT45M', 'PT30M', 'PT2H']",24,444,9857
Hasselback Apples with Granola Streusel,"""Try these delightful bitefuls made with sweetened granola cereal in the topping. Is it dessert? Is it breakfast? You decide! Garnish with whipped cream, if desired.""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT20M', 'PT55M', 'PT1H15M']",4,421,9858
Easy Baked Apricots,"""A very easy summer dessert with only 3 ingredients. You can easily make this for more people- count about 2 to 3 apricots and 1 tablespoon chopped almonds and sugar per person. Serve warm or at room temperature with whipped cream or vanilla ice cream.""","{'value': '0.00', 'count': '0'}",7,0,1,"['PT10M', 'PT25M', 'PT35M']",4,137,9859
Delicious Peanut Butter Cookies,"""I've tried many different peanut butter cookie recipes but my family still likes this one the best!""","{'value': '4.36', 'count': '488'}",595,488,30,"['PT10M', 'PT10M', 'PT40M']",48,84,9860
Storybook Gingerbread Men,"""Soft gingerbread cookies.""","{'value': '4.21', 'count': '121'}",187,121,21,[],5,704,9861
New York-Style Cheesecake,"""This is my favorite recipe for New York-style cheesecake, and includes a great technique for letting the citrus-kissed cake finish in the oven, so that no crack forms when the cake cools.""","{'value': '4.69', 'count': '166'}",545,166,70,"['PT15M', 'PT1H', 'PT4H15M']",12,556,9862
Anise Cookies (Springerle),"""This is a 100 year old recipe from Germany. I use it every Christmas. Its traditionally served with black coffee to dunk the cookie in. I prefer to eat them when they are still warm as the lemon flavor and the anise is a wonderful combination and the lemon is stronger at that time.""","{'value': '4.19', 'count': '11'}",18,11,2,[],25,,9863
Witches' Hats,"""A cute and simple little Halloween treat that everyone will love. The amount this recipe makes depends on how many cookies and chocolate kisses you have. It just depends on how many you want. The last time I made these, I ended up making about 140 or so.""","{'value': '4.52', 'count': '40'}",131,40,14,"['PT1H', 'PT1H']",32,204,9864
Apple Walnut Pound Cake,"""Almost a pound cake. We like it sliced, spread with butter, then microwaved just until warm.""","{'value': '4.40', 'count': '14'}",20,14,3,[],12,260,9865
Raspberry Oat Bars,"""Quick and easy, great for breakfast, Sunday brunch or a snack!!""","{'value': '4.58', 'count': '216'}",313,216,25,"['PT30M', 'PT25M', 'PT55M']",24,163,9866
Reisfladen (Rice Pudding Cake),"""Rice pudding cake is my husband's favorite German dessert! Serve with homemade whipped cream.""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT20M', 'PT4H10M', 'PT12H35M']",12,429,9867
Cookie Mix in a Jar II,"""Cookie mix in a jar.   Dry ingredients are layered in a jar and given, along with directions, as a gift.""","{'value': '4.22', 'count': '8'}",9,8,2,[],36,74,9868
Banana Cake VII,"""I developed this recipe after trying many versions and I like this one the best. It's moist and has a sponge-like consistency and is very simple to make.  It can also be used in a 9x13 pan.""","{'value': '4.66', 'count': '89'}",149,89,10,"['PT30M', 'PT1H', 'PT3H']",24,116,9869
Krispy Buckeyes,"""A peanut butter candy with a chocolate coating. They look like buckeyes! This is a fun recipe to make with the kids. They love to mix it up and get their hands in the peanut butter, rolling the balls, and especially dipping it into the chocolate!""","{'value': '4.73', 'count': '9'}",15,9,4,"['PT30M', 'PT2H']",50,122,9870
Flourless Banana Honey Cake,"""This is a gluten-free and sugar-free recipe. Hope you enjoy! Any suggestions to improve it are welcome.""","{'value': '3.00', 'count': '2'}",5,2,1,"['PT20M', 'PT40M', 'PT1H15M']",8,186,9871
Chocolate Chunk Berry Brownies,"""This decadent gluten-free brownie recipe can be used with any frozen berries you have on hand.""","{'value': '0.00', 'count': '0'}",0,0,2,"['PT15M', 'PT30M', 'PT45M']",9,256,9872
Baked Apples,"""My dad's baked apples.""","{'value': '4.18', 'count': '212'}",376,212,30,"['PT15M', 'PT15M', 'PT30M']",4,270,9873
Frozen Fruit Salad,"""Cool, refreshing, and delicious! Tart and tangy!""","{'value': '4.57', 'count': '38'}",43,38,1,"['PT15M', 'PT1H15M']",6,350,9874
Fresh Apricot Cobbler,"""When I was growing up, we had fruit trees and every year we had to come up with things to do with the extra fruit.  This cobbler became one of my favorites.""","{'value': '4.63', 'count': '28'}",69,28,8,"['PT20M', 'PT40M', 'PT1H']",12,272,9875
Our Favorite Chocolate Cake,"""This is the cake my family always traditionally took on picnics and any other family get-together. Cream may be substituted for the milk for a richer cake.""","{'value': '4.33', 'count': '21'}",27,21,3,[],14,436,9876
Mango Cheese Tart with Blueberries,"""This yummy tart was my mums recipe. Serve chilled for a great summer dessert.""","{'value': '3.80', 'count': '17'}",17,17,2,"['PT30M', 'PT20M', 'PT50M']",8,357,9877
Healthier White Chocolate Raspberry Cheesecake,"""This recipe still packs all the flavor of a great restaurant-style cheesecake, but we made it healthier by using lighter dairy products and less butter and sugar.""","{'value': '5.00', 'count': '7'}",20,7,2,"['PT1H', 'PT1H', 'PT10H']",16,354,9878
Cherry Pie with Almond Crumb Topping,"""This delicious and super easy cherry pie features a crunchy, streusel-like topping.""","{'value': '4.75', 'count': '41'}",101,41,18,"['PT20M', 'PT1H15M', 'PT1H50M']",1,3565,9879
Quince Polenta Cake,"""Quinces in a cake! This polenta and almond flour cake with a hint of orange is topped with fresh quinces. It's a deliciously delicate cake that just happens to be gluten-free.""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT20M', 'PT50M', 'PT1H40M']",8,190,9880
Lemon Dainty,"""A light lemon dessert! Delicious! I usually double the recipe and bake it in ramekins. My mother used to make this and it has been a favorite with our family or anyone we serve it to.""","{'value': '4.56', 'count': '17'}",72,17,6,"['PT30M', 'PT50M', 'PT1H20M']",6,188,9881
Chocolate Pie,"""This is an easy chocolate pie.""","{'value': '4.71', 'count': '21'}",181,21,12,"['PT15M', 'PT1H15M']",8,326,9882
Fourteen K Carrot Cake,"""A carrot cake using two jars of junior baby food carrots.""","{'value': '4.42', 'count': '24'}",31,24,1,[],24,266,9883
Candy Cane Hot Chocolate Cookies,"""I developed these cookies over the past two Christmases, testing and retesting until they were perfect. They are super pretty, rich, and chewy from the additions of mini marshmallows and hot chocolate mix with just the right amount of peppermint flavor from the crushed candy canes. They are also the perfect accompaniment to a steaming mug of hot cocoa on a snowy day.""","{'value': '3.33', 'count': '6'}",12,6,2,"['PT15M', 'PT10M', 'PT55M']",60,143,9884
Pecan Cheesecake,"""A nice holiday cheesecake. Originally submitted to CakeRecipe.com.""","{'value': '4.54', 'count': '10'}",19,10,3,[],16,466,9885
Brownie Chocolate Chip Cookie Bars,"""Vegan brownie chocolate chip cookie bars!""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT10M', 'PT25M', 'PT35M']",16,280,9886
Easy Fruit Cobbler,"""This cobbler can be made with peaches, apples, cherries, or berries.""","{'value': '4.33', 'count': '390'}",580,390,49,"['PT15M', 'PT1H', 'PT1H15M']",8,200,9887
Easy Boston Cream Poke Cake,"""By using boxed cake mix and instant pudding, this Boston cream variation is super easy to make and is sure to be a hit at home or for a crowd.""","{'value': '4.67', 'count': '10'}",19,10,2,"['PT15M', 'PT30M', 'PT1H45M']",16,386,9888
Purple Sticky Rice with Mango,"""This is just as delicious as the version in your favorite Thai restaurant! This rice is really amazing; the purplish black rice is a wonderful change!""","{'value': '3.60', 'count': '4'}",6,4,1,"['PT10M', 'PT35M', 'PT1H']",4,393,9889
Boston Cream Cake,"""This recipe uses cake mix, pudding mix, and prepared chocolate icing to make an easy and delicious version of Boston Cream Pie.""","{'value': '4.08', 'count': '51'}",73,51,3,"['PT30M', 'PT1H', 'PT3H']",10,458,9890
Holiday Lebkuchen (German Spice Cookies),"""Since my mother's parents came from Nuremberg and Munich, Germany, lebkuchen has been a holiday tradition in my family ever since I was little. We don't like the usual candied citrus peel, however, so I use apricots and dates instead. Great served with hot tea.""","{'value': '3.67', 'count': '3'}",4,3,1,"['PT40M', 'PT15M', 'PT8H55M']",36,188,9891
Yummy Vegan Brownie Cupcakes,"""This is a wonderful recipe that my vegan step-daughter gave me. So delicious and so healthy. My younger kids loved them! Top with chia seeds, black sesame seeds, or chocolate chips! I add whatever I want to the frosting; you could add peanut butter or peanut butter chips!""","{'value': '4.45', 'count': '9'}",36,9,5,"['PT15M', 'PT15M', 'PT1H']",24,297,9892
Perfect Berry Shortcakes,"""You don't need a food processor, pastry cutter, rolling pin or cookie cutter to make these sweet biscuits. This shortcake recipe I've developed yields a simple, foolproof biscuit that's crisp yet delicate.""","{'value': '4.63', 'count': '222'}",269,222,36,[],6,669,9893
Nutmeg Cookie Logs,"""These are delicious!""","{'value': '4.68', 'count': '15'}",38,15,6,[],12,434,9894
Chocolate Chip Shortbread Cookie Logs,"""Delicious shortbread logs with chocolate chips in the cookie and dipped in chocolate and nuts on the end.""","{'value': '4.57', 'count': '130'}",161,130,13,"['PT30M', 'PT10M', 'PT1H']",48,107,9895
Buffalo Chip Cookies,"""My mom made these cookies when I was growing up. They're called Buffalo Chip Cookies because of their big size. I hope you enjoy them as much as I have.""","{'value': '4.53', 'count': '36'}",50,36,4,[],24,514,9896
Mom's Rhubarb Cake,"""There's no better way to use up rhubarb!""","{'value': '3.75', 'count': '5'}",12,5,2,"['PT40M', 'PT45M', 'PT1H25M']",12,398,9897
Dark Choco Bliss,"""Allergy-friendly chocolate tapioca pudding. This is dairy-free, gluten-free, and refined sugar-free and vegan. Serve warm or chilled.""","{'value': '5.00', 'count': '1'}",3,1,1,"['PT10M', 'PT10M', 'PT1H20M']",8,347,9898
Watergate Salad,"""Cool and creamy, great for summer and holidays.  Kids love to make and eat this!  HINT: Have them decorate the top with cherries and coconut to look like a face!""","{'value': '4.79', 'count': '59'}",88,59,2,"['PT10M', 'PT1H10M']",6,372,9899
Creepy Crawly JIGGLERS,"""Kids will have as much fun making these Halloween 'spiders' as they will eating them.""","{'value': '2.00', 'count': '1'}",1,1,1,"['PT10M', 'PT3H10M']",16,83,9900
Apple Enchiladas,"""This is a DELICIOUS apple dessert - serve it up right from the oven with vanilla ice cream - a sure hit with family and friends!""","{'value': '4.57', 'count': '311'}",356,311,15,"['PT10M', 'PT30M', 'PT1H']",6,530,9901
Lemon Apricot Cake,"""This cake recipe turns lemon cake mix and apricot nectar into a light dessert that can also double as a breakfast cake.""","{'value': '4.67', 'count': '19'}",24,19,1,[],12,441,9902
Pineapple Cream Cheese Pie,"""A two layer pie with a crushed pineapple bottom and a cream cheese top. Best when made a day ahead and served cold. Top each slice with whipped cream if you like.""","{'value': '4.48', 'count': '26'}",52,26,3,[],16,232,9903
Chococonut Chip Cookies,"""I came up with this scrumptious recipe one day, just trying to find a way to use the bag of coconut flakes sitting in the cupboard.  It was just a cross between family recipes for cookies and my own special touch of imagination.  Well I'm glad that I came up with it as are my family and friends.  I hope you enjoy as much as we did.""","{'value': '4.65', 'count': '442'}",593,442,61,"['PT10M', 'PT10M', 'PT20M']",72,85,9904
