recipe,part,ingredient
246,General,450 g tinned mandarin segments
246,General,135 g packet orange jelly
246,General,30 g custard powder enough to make 600ml
246,General,300 ml double cream
246,General,good-quality chocolate
246,General,1 orange
247,General,150 g butter softened
247,General,50 g brown sugar
247,General,3 large free-range eggs
247,General,100 ml Scottish honey
247,General,50 ml whisky
247,General,250 g self-raising flour
247,General,50 g Scottish oats
247,General,250 g frozen raspberries
247,General,100 g granola
248,General,200 g unsalted butter plus extra for greasing
248,General,200 g dark chocolate (70%)
248,General,1 tablespoon strong coffee
248,General,6 large free-range eggs
248,General,250 g golden caster sugar
248,General,70 g cocoa powder plus extra for dusting
249,General,600 g sugar
249,General,250 ml double cream
249,General,50 g unsalted butter
249,General,sea salt
250,General,50 ml Armagnac
250,General,1 tsp ground cinnamon
250,General,1 tsp mixed spice
250,General,½ tsp ground nutmeg
250,General,1 pinch of ground cloves
250,General,1 orange
250,General,130 g semi-dried prunes
250,General,250 g quality dark chocolate (70%)
250,General,200 g salted butter
250,General,5 free-range eggs
250,General,100 g caster sugar
250,General,75 g plain flour
250,General,75 g ground almonds
250,General,cocoa powder for dusting
251,General,"175 g unsalted butter (at room temperature), plus extra for greasing"
251,General,350 g plain flour plus extra for dusting
251,General,100 g candied peel
251,General,150 g raisins
251,General,4 tablespoons brandy
251,General,1 teaspoon orange blossom water optional
251,General,10 g dried active yeast (see tip)
251,General,3-4 cardamom pods
251,General,150 ml whole milk
251,General,150 g sugar
251,General,¼ teaspoon ground cinnamon
251,General,1 whole nutmeg for grating
251,General,75 g buttermilk
251,General,2 medium free-range eggs
251,General,1 medium free-range egg yolk
251,General,½ a lemon
251,General,1 teaspoon vanilla extract
251,General,50 g whole almonds
251,General,icing sugar for dusting
252,General,75 g blanched almonds or walnuts
252,General,250 g unsalted butter (at room temperature)
252,General,125 g icing sugar plus extra for dusting
252,General,2 tablespoons brandy
252,General,1 large free-range egg yolk
252,General,300 g plain flour
252,General,½ teaspoon baking powder
252,General,1 splash of orange blossom water
253,General,"75 g leftover dessert Christmas pudding, chocolate mousse, tart, torte or pie"
253,General,1 scoop good-quality vanilla ice cream
253,General,1 shot good-quality hot espresso
253,General,1-2 amaretti biscuits
254,General,100 g caster sugar
254,General,½ teacup water
254,General,"1 bunch of fresh pineapple mint finely chopped, optional"
254,General,"1 kg mixed fruit, such as melon, pineapple, green seedless grapes, lychees, Granny Smith apples, strawberries, blueberries, cherries"
255,Pastry,"150 g unsalted butter (cold), plus extra for greasing"
255,Pastry,250 g plain flour plus extra for dusting
255,Pastry,50 g icing sugar
255,Pastry,1 vanilla pod
255,Pastry,1 large free-range egg
255,Pastry,semi-skimmed milk
255,Filling,1 large butternut squash (1.5kg)
255,Filling,1 whole nutmeg for grating
255,Filling,¼ teaspoon ground ginger
255,Filling,¼ teaspoon ground cinnamon
255,Filling,80 g soft brown sugar
255,Filling,2 tablespoons maple syrup
255,Filling,50 g unsalted butter
255,Filling,3 large free-range eggs
255,Crumble Topping,50 g unsalted pecans
255,Crumble Topping,30 g unsalted butter (cold)
255,Crumble Topping,50 g plain flour
255,Crumble Topping,1 tablespoon soft brown sugar
255,Crumble Topping,1 tablespoon maple syrup
256,General,200 g Christmas pudding leftover
256,General,6 tablespoons cranberry sauce
256,General,red or mulled wine
256,General,"2 teaspoons sugar to taste, optional"
256,General,500 ml good-quality vanilla ice cream
256,General,1 large handful of flaked almonds
256,General,100 g good-quality dark chocolate (70% cocoa solids)
257,General,800 g rhubarb
257,General,400 g caster sugar
257,General,1 lime
257,Pistachio Brittle,vegetable oil for greasing
257,Pistachio Brittle,½ teaspoon matcha powder (see tip)
257,Pistachio Brittle,100 g shelled pistachios
258,General,butter for greasing
258,General,100 g pecan nuts
258,General,175 g plain flour sifted
258,General,50 g soft dark brown sugar
258,General,75 g vegetable suet
258,General,1 teaspoon bicarbonate of soda
258,General,1 large free-range egg
258,General,8 tablespoons maple syrup plus extra for serving
258,General,1 vanilla pod seeds scraped out
258,General,150 ml whole milk
258,General,cream or custard to serve
259,General,125 g unsalted butter plus extra for greasing
259,General,300 g plain flour
259,General,2 tablespoons cocoa powder
259,General,1 tablespoon baking powder
259,General,1/2 teaspoon bicarbonate of soda
259,General,1 teaspoon ground cinnamon
259,General,1 whole nutmeg for grating
259,General,175 g cooked pumpkin or butternut squash
259,General,100 ml buttermilk
259,General,150 g quality milk chocolate
259,General,1 teaspoon vanilla extract
259,General,175 g caster sugar
259,General,175 g dark brown sugar
259,General,3 large free-range eggs
259,Ginger Icing,2 cm piece of ginger
259,Ginger Icing,1 clementine
259,Ginger Icing,200 g icing sugar
260,For The Sponge,250 g unsalted butter plus extra for greasing
260,For The Sponge,150 g quality dark chocolate (70%)
260,For The Sponge,2 tablespoons olive oil
260,For The Sponge,300 g caster sugar
260,For The Sponge,6 large free-range eggs
260,For The Sponge,150 g self-raising flour
260,For The Sponge,4 tablespoons quality cocoa powder
260,For The Chocolate Rice Layer,300 g quality dark chocolate (70%) plus extra to serve
260,For The Chocolate Rice Layer,1 large knob of butter
260,For The Chocolate Rice Layer,1 splash of double cream
260,For The Chocolate Rice Layer,100 g puffed rice cereal
260,For The Nougat Frosting,2 large free-range egg whites
260,For The Nougat Frosting,3 tablespoons runny honey
260,For The Nougat Frosting,200 g caster sugar
260,For The Nougat Frosting,½ teaspoon cream of tartar
260,For The Nougat Frosting,½ teaspoon vanilla extract
260,For The Nougat Frosting,"½ teaspoon orange blossom or rose water, or natural pink food colouring (all optional)"
261,Tamales,200 g fine cornmeal
261,Tamales,1 heaped tablespoon plain flour
261,Tamales,½ teaspoon baking powder
261,Tamales,50 g golden caster sugar
261,Tamales,50 g unsweetened desiccated coconut
261,Tamales,"½ pineapple approximately 150g, peeled, core removed, halved and really finely diced"
261,Tamales,1 lime zest and juice of
261,Chocolate Sauce,200 ml single cream
261,Chocolate Sauce,100 g good-quality dark chocolate (70% cocoa solids) broken into small pieces
261,Chocolate Sauce,1 tablespoon unsalted butter cubed
262,General,180 g butter plus extra for greasing
262,General,150 g self-raising flour plus extra for dusting
262,General,300 g sugar
262,General,½ teaspoon vanilla extract
262,General,3 large free-range eggs
262,General,75 g dark chocolate
262,General,75 g white chocolate
262,General,100 g hazelnuts
262,General,1 tablespoon cocoa powder
263,General,2 heaped tablespoons cocoa powder plus extra for dusting
263,General,350 g self-raising flour
263,General,175 g sugar
263,General,200 ml milk
263,General,100 ml nut or rapeseed oil
263,General,1 large free-range egg
263,Banoffee Filling,240 g dulce de leche
263,Banoffee Filling,3 bananas
263,Banoffee Filling,icing sugar for dusting
264,General,150 g dark chocolate (70% cocoa solids)
264,General,4 large free-range eggs
264,General,50 g sugar
264,General,150 ml double cream
264,General,1 tablespoon cocoa powder
264,General,9 tablespoons apricot or cherry compote
264,General,4-5 tablespoons brandy
265,General,150 g unsalted butter plus extra for greasing
265,General,250 g digestive biscuits
265,General,115 g caster sugar
265,General,3 tablespoons cornflour
265,General,900 g half-fat cream cheese (at room temperature)
265,General,2 large free-range eggs
265,General,115 ml double cream
265,General,1 vanilla pod or ½ teaspoon vanilla extract
265,General,1 lemon
265,General,1 orange
265,Cherry Compote,400 g cherries
265,Cherry Compote,3 heaped tablespoons caster sugar
265,Cherry Compote,1 swig port or whisky optional
265,Cherry Compote,icing sugar for dusting
266,General,220 g unsalted butter (at room temperature) plus extra for greasing
266,General,300 g golden marzipan
266,General,100 ml single cream
266,General,225 g sugar
266,General,10 large free-range eggs
266,General,½ tablespoon vanilla extract
266,General,1 orange
266,General,150 g self-raising flour
266,General,100 g cornflour
266,General,300 g thin-cut marmalade
266,General,200 g dark chocolate (70%)
266,General,50 ml spiced run such as Sailor Jerry
266,General,25 g toasted flaked almonds
267,General,"250 g unsalted butter plus extra for greasing, softened"
267,General,250 g self-raising flour plus extra for dusting
267,General,250 g golden caster sugar
267,General,4 large free-range eggs
267,General,1 teaspoon natural yellow food colouring
267,General,2 lemons
267,For The Icing,400 g icing sugar
267,For The Icing,150 g unsalted butter at room temperature
267,For The Icing,½ a vanilla pod
267,For The Icing,200 g cream cheese
267,For The Drizzle Topping,100 g icing sugar
267,For The Drizzle Topping,2 tablespoons quality lemon curd
267,For The Drizzle Topping,edible flowers to serve (optional)
268,General,142 ml double cream
268,General,2 tablespoons caster sugar
268,General,250 g custard warmed
268,General,450 g Christmas pudding heated
268,General,"1 handful flaked almonds toasted and chopped, to decorate"
268,General,1 orange zest of
269,General,300 g cashew nuts
269,General,dairy-free margarine for greasing
269,General,2 tablespoons desiccated coconut
269,General,200 g medjool dates pitted
269,General,150 g almonds
269,General,100 g blanched hazelnuts
269,General,4 lemons juice of
269,General,250 ml runny honey
269,General,165 ml coconut oil
269,General,2 vanilla pods
269,For The Strawberry Drizzle,400 g fresh strawberries
269,For The Strawberry Drizzle,1½ tablespoons caster sugar
269,For The Strawberry Drizzle,½ lemon juice of
270,For The Cake,115 g unsalted butter softened
270,For The Cake,115 g caster sugar
270,For The Cake,4 large free-range eggs
270,For The Cake,180 g ground almonds
270,For The Cake,30 g poppy seeds
270,For The Cake,2 lemons zest and juice of
270,For The Cake,125 g self-raising flour sifted
270,For The Lemon Syrup,100 g caster sugar
270,For The Lemon Syrup,90 g lemon juice
270,For The Lemon Icing,225 g icing sugar
270,For The Lemon Icing,1 lemon zest and juice of
271,General,unsalted butter for greasing
271,General,225 g gluten-free self-raising flour plus extra for dusting
271,General,2 large free-range eggs
271,General,125 g soft brown sugar
271,General,125 ml sunflower oil
271,General,1½ teaspoons ground ginger
271,General,1 teaspoon ground cinnamon
271,General,1 eating apple
271,General,200 g carrots
271,General,1 orange zest and juice
271,General,1 handful of sultanas
271,General,50 g walnuts (optional)
271,For The Icing,75 g unsalted butter softened
271,For The Icing,100 g icing sugar
271,For The Icing,1 orange zest only
271,For The Icing,75 g cream cheese
271,For The Icing,50 g walnuts
272,General,125 g caster sugar
272,General,40 g unsalted butter (cold)
272,General,½ teaspoon ground ginger
272,General,½ teaspoon ground cinnamon
272,General,3 large pears
272,General,375 g all-butter puff pastry
272,General,double cream to serve
273,General,500 g good-quality Greek or natural yoghurt
273,General,4 tablespoons blueberry jam
273,General,8 tablespoons elderflower cordial
273,General,4 sprigs of fresh mint
274,General,100 g unsalted butter plus about 1 tsp extra
274,General,2 large free-range eggs
274,General,300 ml milk
274,General,225 g self-raising flour
274,General,2 teaspoons baking powder
275,General,100 g unsalted butter plus extra for greasing
275,General,300 g oaty biscuits
275,General,1 vanilla pod
275,General,500 g light cream cheese
275,General,300 ml double cream
275,General,1½ x 340 g jars of Tiptree blackcurrant jam
275,General,4 sheets of gelatine
275,General,200 g blackcurrants and blackberries plus extra to decorate
276,General,240 ml light coconut milk
276,General,300 g dairy-free dark chocolate
276,General,3 tablespoons coconut oil
276,General,1 teaspoon vanilla bean paste or vanilla extract
276,General,1 handful of desiccated coconut
276,General,"1 handful of mixed nuts such as pecans, hazelnuts, macadamias"
276,General,2 tablespoons quality cocoa powder
277,Dulce De Leche,¼ teaspoon bicarbonate of soda
277,Dulce De Leche,500 ml goat's milk
277,Dulce De Leche,500 ml cow's milk
277,Dulce De Leche,200 g caster sugar
277,Dulce De Leche,1 stick of cinnamon
277,Ice Cream,1 vanilla pod
277,Ice Cream,500 ml single cream
277,Ice Cream,2 large free-range egg yolks
277,Ice Cream,50 g caster sugar
277,Ice Cream,200 g dulche de leche
277,Sweet Fritters,3 tesapoon ground cinnamon
277,Sweet Fritters,50 g caster sugar
277,Sweet Fritters,20 g icing sugar
277,Sweet Fritters,1 large free-range egg
277,Sweet Fritters,150 g plain flour
277,Sweet Fritters,100 ml whole milk
277,Sweet Fritters,1 tesapoon baking powder
277,Sweet Fritters,sunflower oil
278,General,50 g cocoa powder
278,General,175 g plain flour
278,General,2 tbsp icing sugar
278,General,115 g butter
278,General,1 egg yolk
278,General,100 g dark chocolate (no more than 62% cocoa solids)
278,General,50 g granulated sugar
278,For The Pumpkin Filling,"425 g tin of puréed pumpkin (or 1 butternut squash, roasted then puréed to give you 425g)"
278,For The Pumpkin Filling,2 tbsp plain flour
278,For The Pumpkin Filling,1 orange
278,For The Pumpkin Filling,1 pinch of ground cloves
278,For The Pumpkin Filling,1/2 tsp ground ginger
278,For The Pumpkin Filling,1 tsp ground cinnamon
278,For The Pumpkin Filling,1/4 tsp grated nutmeg
278,For The Pumpkin Filling,100 g soft dark brown sugar
278,For The Pumpkin Filling,300 ml crème fraîche beaten
278,For The Pumpkin Filling,2 large free-range eggs
278,For The Pumpkin Filling,2 large free-range egg yolks beaten
279,General,200 g caster sugar
279,General,200 ml water
279,General,"1 kg soft pears peeled, quartered and cores removed"
279,General,1 lemon juice and zest of
279,General,55 ml grappa or to taste
280,General,140 g unsalted butter
280,General,150 g quality dark chocolate (70%)
280,General,8 tablespoons quality cocoa powder
280,General,4 large free-range eggs
280,General,200 g caster sugar
280,General,3 tablespoons golden syrup
280,General,3 heaped tablespoons soured cream or crème fraîche
280,General,1 x 25 cm flan or tart shell baked blind
281,General,1 orange
281,General,3 tablespoons vanilla sugar
281,General,400 ml double cream
281,General,"600 g mixed seasonal berries such as blackberries, loganberries, blueberries, red and white currants, good gooseberries"
281,General,4 meringue nests
281,Pastry,250 g plain flour plus extra for dusting
281,Pastry,50 g icing sugar plus extra for dusting
281,Pastry,125 g unsalted butter (cold)
281,Pastry,1 large free-range egg
281,Pastry,1 splash of milk
281,Pastry,olive oil for greasing
282,General,150 g caster sugar
282,General,8 unwaxed lemons (should give you about 300ml juice)
283,General,"55 g unsalted butter softened, plus extra for greasing"
283,General,55 g self-raising flour
283,General,55 g caster sugar
283,General,1 large free-range egg
283,General,1 piece of stem ginger in syrup
283,General,1 orange
283,General,1 ripe pear
283,General,golden syrup or reserved ginger syrup
