recipe,seq,step
241,6,"In a bowl, whisk the chilled coconut cream, icing sugar and vanilla extract until thick and creamy. Slice the brownie into squares and serve with the coconut whip for drizzling.   "
241,7,Find more gluten-free recipes
242,0,"Stir the yoghurt and honey together in a small bowl. Top and tail the oranges. Stand them up on a cutting board and cut off the peel and the white pith right down to the orange. Work over a bowl to catch the juices and cut the orange segments free, letting them drop right into the bowl. Squeeze the juice from what’s left of the oranges into the bowl."
242,1,"Wash the apple, cut it into quarters and cut out the core and seeds. Cut the apples into chunks and add them to the bowl. Peel and slice the bananas and toss them with the other fruit. Spoon the fruit into four bowls and spoon some of the yoghurt over each. Sprinkle the poppy seeds and almonds over the yoghurt. "
242,2,Serving suggestions:Sprinkle over a small handful of your favorite seeds or lightly toasted nuts.
243,0,Grease a 1 litre pudding basin well with butter. 
243,1,"Sift the flour into a mixing bowl. Add the sugar, suet, bicarbonate of soda, ginger, egg, golden syrup, vanilla extract and milk. Finely grate in the zest of the orange, then halve the orange and squeeze in the juice."
243,2,"Mix all the ingredients together. Pour some extra golden syrup into the pudding basin (about 5 tablespoons), then pour the mixture in on top of it. "
243,3,Cover the pudding with a pleated sheet of greaseproof paper and tie in place with string. Cook on the medium setting of your microwave (750W) for 12 minutes. Let it stand for 10 minutes before turning out. 
243,4,Delicious served with cream or custard.
244,0,"Prepare the mango and pineapple, peeling and roughly chopping all the flesh. Place in a bowl along with the pomegranate seeds. Mix in 20ml of the dark rum and set aside."
244,1,"Heat a pan over a medium heat, add the almonds and sugar and cook for 2 to 3 minutes or until golden. Add the golden rum and cook for a few minutes. Transfer to a bowl and leave to cool."
244,2,"Roughly chop the Christmas pudding or cake, then place in a 1.5-litre glass bowl and press firmly into the base. Drizzle over the remaining 80ml dark rum, then pour over the custard. "
244,3,Cover the bowl with clingfilm and refrigerate for at least 3 hours so the custard can set a little.
244,4,"Remove the trifle from the fridge and spoon the cherry jam over the custard. Finely grate the clementine zest and put aside, then break up into segments. Add the chopped fruit to the trifle, then layer over the clementine segments. "
244,5,"Whip the cream to soft peaks, then use it to top the trifle. Decorate with the toasted almonds, scatter over the reserved clementine zest, then shave over the chocolate and serve."
245,0,Put the raspberries in a jug and mash in a bowl with the back of a fork until broken down. 
245,1,"Halve the vanilla pod and scrape out the seeds, then add to the raspberries with the rest of the ingredients and mix together."
245,2,"Pour the mixture into twelve 50ml ice lolly moulds. Tap the base to ensure no air is trapped in there and leave a bit of space at the top for the yoghurt to expand on freezing. Put the lids on and freeze for 4 hours, or until solid. "
245,3,Remove from the freezer 10 minutes before serving to thaw a little then remove from the moulds by running under warm water.
246,0,"Lay out the sponges on the bottom of a large glass bowl (if you're using a Swiss roll, cut it into slices first). Hull and slice the strawberries, then scatter over the sponges and drizzle with the Cointreau."
246,1,"Tear up the strawberry jelly squares, put them in a jug and add 300ml boiling water. Stir until dissolved, then add 300ml cold water. Pour over the sponge, place in the fridge and allow to set."
246,2,"Pour a little milk into a bowl with 2 teaspoons of sugar and the blancmange and mix until dissolved. Bring 600ml milk just to the boil then add to the blancmange mix. Stir and return to the pan, whisking as you bring it back to the boil. Pour the blancmange into the bowl and allow to cool, whisking occasionally, then pour over the set strawberry jelly. "
246,3,"Allow the blancmange layer to set in the fridge, then drain the mandarins and scatter over."
246,4,Make the orange jelly the same way as the strawberry and allow to cool before pouring over the mandarins. Set in the fridge. 
246,5,"Once set, make the custard using the remaining milk and sugar and the custard powder. Allow it to cool and pour it over the orange jelly. (If you want to add extra layers of blancmange and custard, go for it!)"
246,6,"Whip the double cream until you get soft peaks, then spread it over the top layer of custard. Grate chocolate and orange zest over the trifle before serving. What a finish!"
247,0,Line a 20cm cake-tin base with baking paper. Preheat an oven to 180°C/gas 4. 
247,1,"In a large bowl, cream the butter and sugar till fluffy, then beat in the eggs, honey and whisky. (Don’t worry if it curdles – just add a little flour.) "
247,2,"In another bowl, sieve the flour, then mix in the oats. Fold the flour mix into the butter mixture, then spoon half the mix into the baking tin. Top with berries, then the remaining cake mixture. Sprinkle over the granola, and bake for 20 minutes."
247,3,"Lower the oven to 170°C/gas 3, and bake for a further 40 to 50 minutes or until a skewer comes out clean. If the granola starts to catch, cover with foil. Allow to cool slightly on a wire rack before serving."
248,0,Preheat the oven to 160ºC/320ºF/gas 3. Grease a 20cm springform cake tin with a little butter and line with greaseproof paper. 
248,1,"Rest a medium heatproof bowl over a pan of simmering water on a medium-low heat. Break in the chocolate, roughly chop and add the butter, then allow to melt, stirring occasionally until smooth and glossy. "
248,2,"Carefully remove the bowl from the heat, stir in the coffee and set aside to cool slightly."
248,3,"Separate the egg yolks and whites between two large bowls. Whisk the egg whites for 1 to 2 minutes, or until soft peaks form. "
248,4,"Add the sugar to the yolks and beat for 7 minutes, or until pale. Sift in the cocoa powder and 1 pinch of sea salt, then gently fold through to combine."
248,5,"Stir in the melted chocolate mixture, then gently fold through the egg whites until smooth. "
248,6,"Transfer to the prepared tin and place in the hot oven for around 1 hour, or until an inserted skewer comes out clean. "
248,7,"Allow to cool completely on a wire cooling rack, then serve with a dusting of cocoa powder and fresh berries."
249,0,"Melt 200g of the sugar in a pan over a medium heat until golden, then beat in 400g more, along with the double cream, butter and 1 teaspoon of sea salt. "
249,1,"Cook, stirring, over a medium-high heat, until it reaches 118ºC on a sugar thermometer (always be careful when boiling sugar). "
249,2,"Off the heat, beat with an electric mixer until thick. Pour into a lined 20cm x 20cm tin and spread out evenly with a spatula.  "
249,3,"Leave to cool, then chill in the fridge for 2 to 3 hours to set. Sprinkle with a pinch of sea salt, cut into 2 to 3cm squares and serve."
250,0,"You can do this step well in advance, otherwise, make it the night before. Place the Armagnac in a pan with the spices, finely grate in the orange zest and bring to the boil. Pop the prunes in a bowl, pour over the spiced Armagnac, cover with clingfilm and place in the fridge. "
250,1,"When ready to make the cake, line a 20cm cake tin and preheat your oven to 180°C/350°F/gas 4. "
250,2,"Break up the chocolate into pieces and put with the butter in a bowl over a pan of simmering water. Stir occasionally, until melted, then take off the heat. "
250,3,"Separate the eggs. In a spotlessly clean bowl, whip the egg whites with 1 tablespoon of the sugar until it forms hard peaks. Place the yolks and remaining sugar in another bowl and whisk for about 5 minutes, until you can draw a figure of 8 in it and it retains its shape. "
250,4,"Pour the melted chocolate into the whisked yolks and stir to incorporate. Roughly purée the prunes in a food processor, then fold them into the mixture. "
250,5,"Combine the flour and ground almonds in a bowl, then fold into the chocolate mixture. Carefully fold in the egg whites, in three stages, so you don’t lose any of the air you have whisked into it. "
250,6,"Once everything is thoroughly mixed in, pour the mixture into the tin and bake for about 1 hour, until a skewer inserted in the centre comes out clean. "
250,7,Leave the cake to cool slightly before turning out onto a plate and dusting with cocoa powder. Delicious served with more hot Armagnac-soaked prunes on the side.
251,0,"Put a large bundt tin in the fridge for 10 minutes, or in the freezer for 5 minutes – this makes it easier to grease, especially if it’s non-stick. "
251,1,"Brush the chilled tin with melted butter, ensuring every little groove is coated. Dust with 1 tablespoon of the flour and tap out the excess. "
251,2,"Finely chop the candied peel, then place in a small saucepan with the raisins. "
251,3,"Add the brandy and orange blossom water (if using), then set it over a low heat until warm, but do not let it boil. Remove from the heat, stir well and set aside until the fruit has soaked up all of the liquid. "
251,4,"Meanwhile, to make your dough, tip the yeast into the bowl of a free-standing mixer. "
251,5,"Remove the seeds from the cardamom pods, then grind to a powder in a pestle and mortar (roughly ¼ of a teaspoon)."
251,6,"In a pan, heat the milk until just warm and add to the yeast with 1 teaspoon of sugar. Whisk well to combine, then leave for about 10 minutes, until the yeast has formed a thick, foamy crust on top of the milk. "
251,7,"Add the remaining sugar, plain flour, ground cardamom, cinnamon and a grating of nutmeg, and ½ teaspoon of sea salt. "
251,8,"Whisk the buttermilk with the whole eggs and egg yolk, finely grate in the lemon zest and add the vanilla, then add to the bowl."
251,9,"Add the butter, then, using the dough hook, start mixing the dough on a slow speed until combined. Continue to mix for a further 3 to 4 minutes until silky smooth. "
251,10,Cover the bowl with clingfilm and leave in a warm place for 1 hour or until doubled in size.
251,11,Scatter the whole almonds into the bottom of the prepared tin. 
251,12,"Tip the soaked fruit into the dough and mix again until combined. Spoon the dough evenly into the tin over the nuts, spread level, cover with clingfilm and leave to rise again until almost doubled in size; this will take 45 minutes to 1 hour. "
251,13,Preheat the oven to 170ºC/gas 3 and position the rack in the bottom third. 
251,14,"Bake the kugelhopf for 45 to 50 minutes until golden brown, well risen and a skewer inserted into the middle of the cake comes out clean. "
251,15,"Sit the tin on a wire rack for 2 to 3 minutes, then turn the kugelhopf out of the tin and leave to cool, upright, until completely cold. "
251,16,Dust liberally with icing sugar to serve.
252,0,Preheat the oven to 160ºC/gas 2-3 and line two baking trays with greaseproof paper. 
252,1,"Place the nuts on one of the trays and toast in the oven for 10 minutes, or until lightly golden."
252,2,"Cube the butter and place in a free-standing mixer and beat until pale and creamy. Sift in the icing sugar, then add the brandy and egg yolk, and continue to mix for a few more minutes."
252,3,"Finely chop the toasted nuts or blitz in a food processor, then add them to the butter mixture, along with the flour, baking powder and pinch of sea salt, then, using a metal spoon, fold it all together, until combined."
252,4,"Roll spoonfuls of the mixture into balls, then mould each one into a traditional crescent shape – you could also make them into fingers, or cut them with a star cutter, whatever you like. "
252,5,"Place the biscuits on the second lined baking tray and bake for 15 to 20 minutes, or until lightly golden."
252,6,"Add a generous amount of icing sugar to a small, deep tray. Very lightly brush the warm biscuits with orange blossom water, then pop them in the icing sugar tray and toss to coat. "
252,7,Transfer to a wire rack and leave to cool completely.
253,0,This is a quick fix pud that you can knock together in just 45 seconds. It’s a nice little recipe to have up your sleeve if you need to rustle something up with no notice. It’s also a fantastic way of bringing back to life any leftover puds you’ve got sitting in the fridge.
253,1,"You can use cups, glasses or little bowls to make this pud. Spoon or crumble your leftover pudding into the bottom of each, then top with the scoop of ice cream and pour over the shot of espresso. If you’re doing this for kids, you could use decaffeinated coffee. Bash and crunch up your amaretti biscuits, then scatter one or two over the top of each pud and tuck in!"
254,0,"Place the sugar and a teacup of water in a saucepan and heat up. Stir until the sugar dissolves. For a fuller flavour, add half a bunch of whole pineapple mint stems to the hot syrup and leave to infuse until cool. "
254,1,"When the syrup has cooled down, remove the stems and add the peeled and chopped fruit. Chill well and add half a bunch of picked pineapple mint leaves."
255,0,"Preheat the oven to 200ºC/400ºF/gas 6. Lightly grease a deep, 25cm loose-bottomed tart tin."
255,1,"To make the pastry, chop the butter into 1cm cubes and place in a food processor with the flour, icing sugar and a good pinch of sea salt."
255,2,"Halve the vanilla pod, scrape out the seeds and add to the food processor, then pulse to fine crumbs. Crack in the egg, add a splash of milk, then pulse until it forms a rough dough."
255,3,"Pat and bring the dough together into a round, then wrap in clingfilm and pop in the fridge to chill for at least 1 hour."
255,4,"For the filling, quarter and deseed the squash, place on a  baking tray, then add a generous grating of nutmeg. Sprinkle over the ginger and cinnamon, drizzle with the maple syrup, then cover the tray tightly with a double layer of tin foil and bake 1 hour, or until soft. Leave to cool. "
255,5,Reduce the oven temperature to 180ºC/350ºF/gas 4.
255,6,"On a clean flour-dusted surface, roll out the pastry until it’s around ½cm thick, then loosely roll up around the rolling pin and unroll over the tart tin, easing it in and pushing it carefully into the sides."
255,7,"Trim off any excess pastry, patch up any holes, then prick the base with a fork, cover and chill in the fridge for 30 minutes (use any leftover pastry to make a few cheeky mince pies)."
255,8,"When the time’s up, line the pastry case with quality clingfilm (non-PVC), then fill with rice, making sure you pack it right out to the sides. Bake blind for 10 minutes, remove the clingfilm and rice and bake for a further 10 minutes, or until lightly golden, then leave to cool. "
255,9,"Scoop the squash flesh and any bits from the tray into the food processor, add the sugar and maple syrup and whiz until smooth."
255,10,"Melt the butter and pour into the processor, then crack in the eggs and pulse to combine. Fill the cooled pastry case almost to the top with the mix and bake for 25 minutes."
255,11,"Meanwhile, make the topping. Place the pecans into the food processor (give it a quick rinse first) and pulse until roughly chopped"
255,12,"Add the butter, flour, sugar and maple syrup, then pulse to a rough crumb. "
255,13,"When the time’s up, remove the tart from the oven, sprinkle over the topping, then bake for a further 20 minutes, or until golden. Leave to cool before slicing. "
255,14,"Delicious served with a dollop of boozy cream. I sometimes like to decorate my pie with extra toasted pecans, just before serving, too."
256,0,"Put a pan over a medium heat and crumble in your Christmas pudding. Squash it down a bit with a wooden spoon to help it heat up and get a bit crispy. Fry for about 4 to 5 minutes, stirring every so often so it doesn’t catch. "
256,1,"In another small pan on a low heat, add your cranberry sauce with a splash of red or mulled wine. Stir in and cook for a few minutes until warmed through. If your sauce is too tart for your liking, add a teaspoon or two of sugar. If you’ve made up a batch of my spiced sugar, then use that because it will be delicious with the cranberry. "
256,2,Toast the almonds under a hot grill under light brown.
256,3,"Once your pudding is warm and slightly crispy and the sauce has heated up, divide half of your pudding between your four glasses or bowls. Add a scoop of vanilla ice cream on top of the pudding, drizzle over your hot cranberry sauce, and a good sprinkling of toasted flaked almonds. "
256,4,"Divide the remaining Christmas pud between your glasses and layer again with ice cream, cranberry sauce and flaked almonds. "
256,5,Finish the sundae off by grating over a bit of nice dark chocolate and dig in before the ice cream melts.
257,0,"Trim and chop the rhubarb, then place in a large pan with 175g of the caster sugar and 100ml of water, and cover with a lid. "
257,1,"Bring to the boil, then remove the lid and simmer for 5 minutes, until the rhubarb is cooked. Set aside to cool."
257,2,"Spoon into a blender and blitz to a purée. Squeeze in the juice of half the lime. Taste and add more sugar and lime if needed (it should have a subtle, not overpowering, flavour). "
257,3,"Churn in an ice cream maker for about 20 minutes, or until smooth and set. If you don’t have an ice cream maker, put the mixture in a tub and place in the freezer. Every hour give it a good stir. Repeat until your sorbet is frozen to the right consistency. Transfer to a nice dish and store in the freezer."
257,4,"To make the brittle, use vegetable oil to lightly grease a tray lined with baking paper. "
257,5,"Mix the matcha powder with a little hot water, then top it up to 75ml. Pour into a small pan with the remaining caster sugar, and place on a medium-high heat. "
257,6,"Bring it to the boil, but don’t stir – just gently swirl it. Simmer gently for 4 to 5 minutes, or until it turns a deep brownish-green colour (or the temperature reaches 150ºC on a sugar thermometer, the ’hard crack’ stage), then pour into the greased baking tray. "
257,7,"Roughly chop and scatter on the pistachios and 1 teaspoon of sea salt, then leave to cool. Once set, break into pieces."
257,8,"To serve, let the sorbet stand at room temperature for about 10 minutes, then scoop into bowls and sprinkle with shards of the brittle."
258,0,"Everybody loves steamed pudding and these little ones are absolutely delicious. They’re cooked in individual teacups – you can turn them out quite easily or eat them straight from the cup. Feel free to use different nuts, if you prefer."
258,1,"Heat the oven to 190°C/375ºF/gas 5. Grease 6 small teacups well with butter. Place the pecans in a sandwich bag, tie the bag closed and bash the nuts with a rolling pin. You want to end up with a mixture of chunky and fine bits of pecan. Dust the insides of the teacups with the bashed up nuts, tipping the excess into a large bowl. "
258,2,"Empty the leftover pecans from the sandwich bags into the bowl, too, add all remaining ingredients and mix well. Pour a tablespoon of maple syrup into the bottom of each teacup and pour some of the mixture on top – you want your cups to be about three-quarters full. "
258,3,"Place the cups in a large, deep roasting tray. Fill the tray, around the cups, with boiling water from the kettle, making sure the water level comes about halfway up the side of the cups. Carefully put the tray in the preheated oven and bake for about 25 minutes until the cakes are golden on top and cooked through. "
258,4,Leave to stand for a couple of minutes before turning them out. Serve with cream or custard and an extra drizzle of warmed maple syrup.
259,0,Preheat the oven to 170ºC/gas 3 and grease and line a 12cm x 25cm loaf tin. 
259,1,"In a bowl, sift together the flour, cocoa, baking powder, bicarbonate of soda and cinnamon. Add a good grating of nutmeg, and set aside. "
259,2,"Purée the cooked pumpkin or squash, then whisk with the buttermilk in a jug. Melt and add the chocolate, followed by the vanilla extract. Set aside."
259,3,"Using an electric whisk, cream the butter and both sugars in a separate bowl until fluffy. Gradually beat in the eggs, whisking continuously, then fold in half the flour until combined, followed by half the buttermilk liquid. Repeat until everything is mixed in. "
259,4,"Pour the batter into the loaf tin, then bake it in the oven for 1 hour, or until golden and a skewer inserted comes out clean. Remove it from the oven and cool in the tin for 10 minutes, then take it out and cool on a wire rack."
259,5,"While the cake is cooling, make the icing. Peel and finely grate the ginger, then place in a bowl. Finely grate the clementine zest and put aside. Squeeze the clementine juice into the bowl, then beat in the icing sugar to make a thick but spoonable topping. Pour over the warm cake, sprinkle on the zest and serve."
260,0,Preheat the oven to 180°C/350°F/gas 4. 
260,1,Grease a deep 23cm loose-bottomed cake tin and line the base and sides with a double layer of greaseproof paper. 
260,2,"For the sponge, smash up the chocolate and melt in a large heatproof bowl with the butter, oil and sugar over a pan of gently simmering water until smooth and glossy. "
260,3,"Remove the bowl from the heat and leave to cool for 10 minutes, then, using an electric hand whisk at high speed, one-by-one beat in the eggs until combined. "
260,4,Sift in the flour and cocoa with a good pinch of sea salt and beat for a short while until just combined. 
260,5,"Pour into the prepared tin and bake for around 50 minutes, or until an inserted skewer comes out ever so slightly gooey (the top of the cake will rise up and crack slightly, but don’t worry, it’ll end up covered by all your lovely toppings). "
260,6,"Leave to cool in the tin for 15 minutes, then transfer to a wire rack to cool completely. "
260,7,"Place on a cake stand, use a long knife to carefully slice the sponge into 3 equal rounds and remove the top two sponges to separate plates (scroll down to watch the how-to video below)."
260,8,"For your mega-crispy chocolatey rice layer, smash up the chocolate and melt with the butter and cream in a large heatproof bowl over a pan of gently simmering water until smooth and glossy. "
260,9,"Leave to cool for 5 minutes (to avoid soggy cereal!), then stir in the puffed rice until evenly coated. Divide the mixture onto the 3 cooled sponge layers and spread out evenly across the tops, going right to the edges."
260,10,"To make the nougat frosting, place the egg whites in a heatproof bowl with the honey, sugar, cream of tartar, a good pinch of salt and a splash of water. "
260,11,"Place over a pan of gently simmering water, turn up the heat and, with an electric hand whisk, beat for 6 to 7 minutes or until it starts to form peaks. "
260,12,"Remove the bowl from the heat, add the vanilla extract, orange blossom or rose water and a dot of food colouring (if using), then carry on beating the mixture until thick. "
260,13,"Leave to cool for 5 to 10 minutes, then evenly top each sponge and stack them up nicely. "
260,14,"To finish the cake off, use a large knife to shave some extra chocolate, then sprinkle it over the top (scroll down for a video to show you how to do this). Add your candles or sparklers, get them lit and indulge in chocolate celebration cake heaven."
261,0,"At a fantastic out-of-the-way Mexican restaurant called El Metate in Gallup, New Mexico, the very sweet owner, Rebecca, taught me how to make proper Mexican tamales. To see her teaching me how to make these, watch the video here LINK. Tamales can be sweet, like these, or savoury. They are basically filled Mexican dumplings – I think they’re brilliant. The cornhusks they’re wrapped in are used throughout Mexico. If you buy corn in season it often comes in husks, but the dried husks I’m using here work a treat. You can pick them up online or at Whole Foods Market stores. Otherwise, things like greaseproof or wax paper will also do the trick."
261,1,"Soak your cornhusks in a bowl of warm water or, if you’re using greaseproof paper, cut yourself 16 pieces roughly 12cm x 20cm. In a separate bowl, mix the cornmeal, flour, a pinch of sea salt, baking powder, sugar, coconut and chopped pineapple. Add the lime zest and juice and pour in 200ml of water to bring everything together. Mix well, until you’ve got a thick spoonable paste."
261,2,"Put a large pan of water on to boil – the pan needs to be big enough to fit a colander on top. Take a soaked cornhusk or piece of greaseproof paper and spoon a heaped tablespoon of your pineapple mixture into the middle of the husk or paper; if the husks are thin you might have to layer two on top of each other. Fold the sides in to cover the filling, then twist the ends and use string to tie them so they look like Christmas crackers."
261,3,"Lay your prepared tamales in a large colander or steamer, making sure they’re all in one layer and not overlapping. Cover the top of the colander with tin foil and seal it nice and tightly. If you don’t have a colander large enough you can always steam the tamales in 2 batches. Pop the colander on top of your pan of boiling water and steam for about 20 to 25 minutes. About 5 minutes before they’re due to be ready, start making your chocolate sauce."
261,4,"Gently bring the cream to the boil in a pan on a medium heat. As soon as it starts to boil, take the pan off the heat and stir in your chocolate pieces until they’re perfectly melted and combined. Add the cubes of butter and a pinch of salt and stir well until the butter is melted."
261,5,Open one of the tamales to check that it’s perfectly cooked – it should be solid and the wrapping should peel away from it easily. Take them off the heat and let them cool down slightly so they’re cool enough to handle but still warm and delicious. Lay them on a platter next to a jug of your warm chocolate sauce and let everyone get involved and unwrap their own.
262,0,Preheat the oven to 170ºC/gas 3. Grease and dust a 15cm x 25cm baking dish.
262,1,Melt the butter and sugar in a pan over a medium heat
262,2,"Stir in the flour and vanilla, and crack in the eggs, then divide between 2 bowls. "
262,3,"Chop the dark and white chocolate, keeping them separate. Chop the nuts."
262,4,"Mix the cocoa, dark chocolate and half the nuts into one bowl, then stir the white chocolate and remaining nuts into the other. "
262,5,"Place alternate spoonfuls into the prepared dish, swirling it through."
262,6,"Bake for 30 to 40 minutes, or until an inserted skewer comes out clean."
263,0,Preheat the oven to 170ºC/325ºF/gas 3 and line 2 baking sheets with greaseproof paper. 
263,1,"Combine the cocoa powder with a little warm water to form a paste, then add to a bowl with the remaining whoopie ingredients. Mix into a smooth, slightly stiff batter. "
263,2,"Spoon equal-sized blobs, 2cm apart, onto the baking sheets, then place in the hot oven for 8 minutes, or until risen and cooked through. "
263,3,"Cool for a couple of minutes on the sheets, then move to a wire rack to cool completely."
263,4,"Once the whoopies are cool, spread ½ a teaspoon of dulce de leche on the flat sides. "
263,5,"Peel and slice the bananas, then top half the pies with 2 slices of the banana. "
263,6,"Sandwich together with the remaining halves, and dust with icing sugar and cocoa powder."
264,0,"Break the chocolate into small pieces, then melt with a tiny pinch of sea salt in a heatproof bowl set over a pan of simmering water (don’t let it touch the bowl), stirring occasionally."
264,1,"Separate the egg yolks from the whites, placing them in separate bowls. "
264,2,Beat the sugar and egg yolks until smooth. Whisk the whites with a tiny pinch of salt until soft peaks form. 
264,3,"In a third bowl, beat the cream to soft peaks."
264,4,"Mix the cocoa into the egg yolks, then fold in the whipped cream. Fold through the melted chocolate until everything is combined. "
264,5,Tip in the egg whites and fold until the mix is smooth and evenly coloured. 
264,6,Spoon into a large serving bowl or divide between glasses. Cover with clingfilm and refrigerate for 1 to 2 hours to set.
264,7,"Just before serving, gently warm the compote and brandy in a small pan, stirring, then spoon over the mousse and serve."
265,0,"Preheat the oven to 180ºC/350ºF/gas 4, and grease and line the bottom and sides of a 24cm springform cake tin. "
265,1,"Melt the butter, and crush the biscuits, then mix together in a bowl. Lightly press into the base of the prepared tin and bake for 10 minutes. Remove from the oven and leave to cool."
265,2,Turn the oven up to 200ºC/400ºF/gas 6.
265,3,"Combine the sugar and cornflour in a bowl, add the cream cheese and beat, ideally with an electric whisk, until creamy. "
265,4,"Crack in the eggs and beat well, then gradually add the cream, beating until smooth. "
265,5,"Halve the vanilla pod lengthways, then scrape out the seeds and add to the bowl (if using), or add the vanilla extract, then finely grate in the lemon and orange zest."
265,6,"Scrape the mixture on to the biscuit base, and gently shake to level out the surface. "
265,7,"Bake the cheesecake in the centre of the oven for 40 to 45 minutes, or until the top is golden and the filling has set around the edges (cover with a piece of tin foil, if browning too much). "
265,8,"Let it cool at room temperature and serve after 2 or 3 hours, or, for a slightly firmer texture, place it in the fridge until it’s nice and cold."
265,9,"Before serving, destone the cherries and place in a pan, then sprinkle over the sugar and add a splash of water. Put on a medium-low heat and simmer gently for 10 minutes – if you’ve got some port or whisky handy, feel free to add some. "
265,10,"Once reduced, it may be a little dry, so add a splash of water to loosen, if needed. Leave to cool, then serve spooned over the cheesecake with a dusting of icing sugar."
266,0,"Preheat the grill to medium-high, and grease and line the base of a 23cm springform cake tin."
266,1,Roughly chop and place the marzipan and a little of the cream in the bowl of a standing mixer and beat using the paddle attachment until you have a thick paste. Gradually add the rest of the cream and continue to beat until you have a pale paste. 
266,2,Add 170g of the butter and beat until completely incorporated. Next add the sugar and beat again until the mixture is pale and creamy. 
266,3,"Finally, separate and beat in the egg yolks one at a time (save the whites), then the vanilla extract. Finely grate in the orange zest. "
266,4,"Sift the self-raising flour and cornflour into a bowl, mix together, then, using a large metal spoon, gradually fold into the cake batter. "
266,5,"Whisk the egg whites to firm peaks, then fold into the batter with the large metal spoon, being careful not to knock out too much of the air. "
266,6,"Spoon the marmalade into a small pan and melt over a low heat, add a splash of water if needed to loosen, and keep warm. "
266,7,"Now to assemble the cake: using a ladle as your measure, spoon just enough batter into the cake tin to cover the base – you’ll probably need to fill the ladle to about two-thirds. "
266,8,"Use a pastry brush to spread the mixture evenly over the base of the tin, so it just covers the surface, then cook under the grill for 4 minutes, or until set and golden all over. "
266,9,"Ladle another thin layer of batter on top, and return to the grill. Once golden, brush a thin layer of the softened marmalade over the cake – you want just enough for a thin glaze. "
266,10,"Continue layering and grilling, glazing with marmalade every second or third layer, until the batter is used up – you should get 15 to 18 layers. "
266,11,"Brush the top of the cake with a good layer of marmalade, then run a knife around the outside of the cake. Leave to cool, then cover with clingfilm and chill for a few hours, or overnight, to set. "
266,12,"A couple of hours before you’re ready to serve, break the chocolate into pieces and melt with the remaining 50g butter in a heatproof bowl set over a small saucepan of simmering water. Once completely melted and glossy, stir through the rum, then set it aside for 10 minutes to cool. "
266,13,"Remove the cake from the tin and set it on a serving plate. Pour on the chocolate sauce and use a spatula to spread it evenly over the top, letting it drizzle down the sides. "
266,14,"Leave it to set slightly, then garnish with the toasted flaked almonds, before leaving it to cool completely. Serve with a big mug of tea or a festive sherry. This cake keeps really well in a tin for up to 2 days (not that it’ll be around that long!)."
267,0,"Preheat the oven to 180°C/350ºF/gas 4. Grease two 20cm springform cake tins with a little butter, line the bases with greaseproof paper, then dust lightly with flour."
267,1,"Beat the butter and sugar together until very light and fluffy. Add the eggs one by one, making sure you beat each one in well before you add the next, then fold in the flour, food colouring and zest from 1 lemon. Add a splash of milk to loosen, if needed. Divide between the prepared cake tins, spreading it out well with a spatula, then place in the hot oven for 20 to 25 minutes, or until golden and an inserted skewer comes out clean. Allow to cool slightly, then carefully turn out onto a baking rack to cool completely."
267,2,"Meanwhile, to make the icing, sift the icing sugar into a large bowl, add the butter and beat until pale and creamy. Halve the vanilla pod lengthways, scrape out the seeds and add them to the bowl. Add the cream cheese, finely grate in the zest of 1 lemon and add a squeeze of juice, then beat until just smooth – it's really important not to over-mix it. "
267,3,"Once cooled, use a thin, serrated knife to halve the sponges horizontally into rounds. Reserving the prettiest sponge for the top, spread 1 tablespoon of lemon curd onto one of the cooled sponges, then layer over one-third of the icing. Place it, icing-side up, onto a cake stand. Repeat with the remaining ingredients, then top with the final sponge."
267,4,"To make the drizzle icing, sieve the icing sugar into a large bowl, then gradually whisk in 1 tablespoon lemon juice until it forms a good drizzling consistency, adding a squeeze more juice to loosen, if needed. Spread the icing onto the cake, dot over the lemon curd, then use a skewer to ripple it through. Scatter over a few edible flowers (if using), then serve. Enjoy!"
267,5,
268,0,"Yes, real custard is nice... but there’s nothing like a nice bit of ready-made custard with your Christmas pudding. You’ll need 30 spoons for this recipe."
268,1,Whip the double cream and caster sugar together until stiff.
268,2,"Lay out all your spoons on serving plates and put a blob of custard on each one – not too much or they will overflow when you add the pudding. Take a teaspoon, scoop out lumps of the hot Christmas pudding and drop them onto the custard. Top with a dollop of the whipped cream."
268,3,Scatter with the almonds and grated orange zest and serve while warm.
269,0,"Place the cashew nuts in a bowl, cover with cold water, then set aside to soak for at least 4 hours, or preferably overnight."
269,1,"Grease a 20cm springform cake tin with margarine, sprinkle in the desiccated coconut, then give the tin a good shake so that it's evenly distributed."
269,2,"Place the dates in a bowl, cover with warm water, then leave to soak for around 10 minutes, or until softened. Drain and add to a food processor, then blitz to a rough paste. Add the almonds and hazelnuts, then blitz to a chunky crumb consistency. Spoon the mixture into the prepared cake tin, patting and smoothing it out evenly with wet hands."
269,3,"Give the food processor bowl a quick rinse, then drain and add the cashew nuts along with lemon juice, honey and coconut oil. Halve the vanilla pods lengthways, scrape out the seeds, then add to the processor, discarding the pods. Blitz until smooth and combined, then have a taste and add more honey if you think it needs it."
269,4,"Carefully pour the cashew mixture on top of the crumb base, smoothing it out evenly. Place the tin onto a tray, then gently tap it on a work surface to get rid of any bubbles. Pop in the freezer for around 2 hours, or until set."
